2019/05/09 13:02:00 [emerg] 1#1: unexpected end of parameter, expecting ";" in command line
2019/10/22 12:58:07 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/22 12:58:12 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/23 17:30:27 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 17:30:27 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 17:30:27 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 17:30:27 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 17:30:27 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 17:30:28 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 17:30:28 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 17:30:28 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 17:30:28 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 17:30:28 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 17:30:28 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 17:30:28 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 17:30:28 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 17:30:29 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 17:30:29 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 17:30:29 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 19:47:13 [error] 12#12: *14628 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/resultright.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/resultright.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/appinfo.css?minify=true"
2019/10/23 19:47:13 [error] 12#12: *14628 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/resultright.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/resultright.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/appinfo.css?minify=true"
2019/10/23 19:47:14 [error] 12#12: *14628 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/resultright.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/resultright.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/appinfo.css?minify=true"
2019/10/23 19:47:14 [error] 12#12: *14628 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/resultright.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/resultright.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/appinfo.css?minify=true"
2019/10/23 19:47:14 [error] 12#12: *14628 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/resultright.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/resultright.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/appinfo.css?minify=true"
2019/10/23 19:47:15 [error] 12#12: *14628 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/resultright.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/resultright.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/appinfo.css?minify=true"
2019/10/23 19:47:15 [error] 12#12: *14628 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/resultright.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/resultright.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/appinfo.css?minify=true"
2019/10/24 11:11:49 [error] 12#12: *22346 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E5%90%B1%E5%91%80%E7%A4%BE%E5%8C%BA"
2019/10/24 11:11:49 [error] 12#12: *22346 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/24 17:43:57 [error] 12#12: *28993 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/topicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/topicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/24 17:47:26 [error] 12#12: *29168 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /rank/app/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/app/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/25 11:21:31 [error] 13#13: *36827 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/topicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/topicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/25 11:21:32 [error] 12#12: *36824 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "POST /rank/online/ajaxPageList HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/online/ajaxPageList", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/online/index"
2019/10/25 11:35:58 [error] 13#13: *36827 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1408526664 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1408526664", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/25 11:43:23 [error] 13#13: *36827 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1408526664 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1408526664", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/25 11:43:23 [error] 13#13: *36827 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1408526664"
2019/10/25 11:43:24 [error] 13#13: *36827 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1408526664 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1408526664", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/25 11:43:24 [error] 13#13: *36827 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1408526664"
2019/10/25 11:43:25 [error] 13#13: *36827 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1408526664 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1408526664", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/25 11:43:26 [error] 13#13: *36827 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1408526664"
2019/10/25 18:21:54 [error] 12#12: *43249 upstream prematurely closed connection while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "POST /rank/online/ajaxPageList HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/online/ajaxPageList", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/online/index"
2019/10/28 12:33:04 [error] 12#12: *67293 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:39080/", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/aso/keyrank/heat"
2019/10/28 12:33:04 [error] 12#12: *67293 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/28 12:33:06 [error] 12#12: *67293 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:39080/", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/aso/keyrank/heat"
2019/10/28 12:33:06 [error] 12#12: *67293 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/28 12:33:08 [error] 12#12: *67293 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:39080/", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/aso/keyrank/heat"
2019/10/28 12:33:08 [error] 12#12: *67293 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/28 13:54:10 [error] 13#13: *68117 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET /rank/online/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/online/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/online/index"
2019/10/28 13:54:12 [error] 13#13: *68117 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET /rank/online/index HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/online/index", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/online/index"
2019/10/28 13:54:12 [error] 13#13: *68117 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/online/index"
2019/10/28 14:32:23 [error] 12#12: *68721 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "POST /rank/offline/ajaxPageList HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/offline/ajaxPageList", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/28 14:32:24 [error] 12#12: *68721 connect() failed (111: Connection refused) while connecting to upstream, client: 114.92.102.46, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/28 17:09:14 [error] 12#12: *69804 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /images/topicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/topicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/29 10:25:53 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 10:25:55 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 10:25:55 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 10:25:56 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 10:25:56 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 10:25:57 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 10:25:57 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 10:25:57 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 10:25:57 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 10:25:58 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 10:25:58 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 10:25:58 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 10:25:58 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 10:25:58 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 10:25:58 [error] 12#12: *81607 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 10:27:50 [error] 12#12: *81663 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "POST /rank/online/ajaxPageList HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/online/ajaxPageList", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/online/index"
2019/10/29 10:48:44 [error] 12#12: *81660 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "POST /rank/offline/ajaxPageList HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/offline/ajaxPageList", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:51 [error] 12#12: *81660 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "POST /rank/offline/ajaxPageList HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/offline/ajaxPageList", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:51 [error] 12#12: *81665 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "POST /rank/offline/ajaxPageList HTTP/1.1", upstream: "http://172.16.134.81:39080/rank/offline/ajaxPageList", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:54 [error] 12#12: *81665 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/bootstrap-datetimepicker.min.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/bootstrap-datetimepicker.min.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:54 [error] 12#12: *81660 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/reset.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/reset.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:54 [error] 12#12: *81656 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/headerCommon.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/headerCommon.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:54 [error] 12#12: *81659 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/index.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/index.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:54 [error] 12#12: *81663 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/newproducts.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/newproducts.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:54 [error] 13#13: *81652 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/rank.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/rank.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 10:48:54 [error] 12#12: *81665 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/chan.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/chan.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/offline/index"
2019/10/29 11:01:00 [error] 12#12: *82730 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:39080/", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/rise/index"
2019/10/29 11:01:00 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:00 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:01 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:01 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:01 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:01 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:02 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
